id,team_name,round,match_date,year,home_away,opponent,team_quarter_scores,team_score,opponent_quarter_scores,opponent_score,result,margin,venue,crowd,team_goals_kicked,team_behinds,opponent_goals_kicked,opponent_behinds,home_win
9783,W. Bulldogs,7,2007-05-13,2007,H,Melbourne Demons,4.1 10.5 12.12 16.16,112,6.1 7.6 10.9 16.10,106,W,6,Marvel Stadium,24584.0,16,16,16,10,1
9798,W. Bulldogs,22,2007-09-02,2007,H,North Melbourne Kangaroos,6.5 6.5 11.5 14.9,93,4.4 10.9 16.13 23.19,157,L,-64,Marvel Stadium,29261.0,14,9,23,19,0
9803,W. Bulldogs,5,2008-04-20,2008,H,Richmond Tigers,4.10 9.11 12.14 19.16,130,4.2 9.3 15.8 20.10,130,D,0,Marvel Stadium,37767.0,19,16,20,10,0
9807,W. Bulldogs,9,2008-05-25,2008,H,North Melbourne Kangaroos,5.3 11.7 14.10 16.14,110,5.3 7.7 12.11 16.17,113,L,-3,Marvel Stadium,34971.0,16,14,16,17,0
9810,W. Bulldogs,12,2008-06-14,2008,H,Brisbane Lions,2.6 7.12 12.15 19.17,131,3.2 5.4 8.4 10.8,68,W,63,Melbourne Cricket Ground,39320.0,19,17,10,8,1
9813,W. Bulldogs,15,2008-07-13,2008,H,Melbourne Demons,3.2 7.4 12.7 14.11,95,1.0 4.2 5.6 9.10,64,W,31,Marvel Stadium,27446.0,14,11,9,10,1
9748,W. Bulldogs,18,2005-07-30,2005,H,Brisbane Lions,4.6 13.7 14.10 23.13,151,3.5 7.9 12.12 18.15,123,W,28,Marvel Stadium,29200.0,23,13,18,15,1
9816,W. Bulldogs,18,2008-08-03,2008,H,Sydney Swans,3.2 11.4 13.7 17.11,113,5.3 6.6 9.11 14.13,97,W,16,Manuka Oval,13550.0,17,11,14,13,1
9819,W. Bulldogs,21,2008-08-22,2008,H,Essendon Bombers,3.3 10.6 19.8 23.13,151,3.4 5.8 9.11 15.15,105,W,46,Marvel Stadium,37294.0,23,13,15,15,1
9822,W. Bulldogs,SF,2008-09-12,2008,H,Sydney Swans,2.3 6.5 11.9 16.10,106,2.4 5.7 5.13 9.15,69,W,37,Melbourne Cricket Ground,42731.0,16,10,9,15,1
9826,W. Bulldogs,3,2009-04-13,2009,H,Richmond Tigers,0.6 6.11 10.13 16.14,110,3.4 4.8 7.10 8.15,63,W,47,Marvel Stadium,46261.0,16,14,8,15,1
9828,W. Bulldogs,5,2009-04-26,2009,H,Carlton Blues,1.6 6.9 10.10 13.12,90,4.1 11.3 15.7 21.7,133,L,-43,Marvel Stadium,44268.0,13,12,21,7,0
9829,W. Bulldogs,6,2009-05-03,2009,H,St Kilda Saints,1.4 4.5 7.8 11.10,76,3.7 7.14 12.18 14.20,104,L,-28,Marvel Stadium,36302.0,11,10,14,20,0
9838,W. Bulldogs,15,2009-07-10,2009,H,Collingwood Magpies,3.4 6.6 10.9 16.14,110,7.2 11.5 16.7 17.9,111,L,-1,Marvel Stadium,51382.0,16,14,17,9,0
9842,W. Bulldogs,19,2009-08-08,2009,H,West Coast Eagles,0.8 5.11 10.16 13.19,97,3.2 10.3 13.3 16.6,102,L,-5,Marvel Stadium,22417.0,13,19,16,6,0
9844,W. Bulldogs,21,2009-08-21,2009,H,Geelong Cats,3.5 7.12 10.12 16.14,110,3.2 5.5 11.9 14.12,96,W,14,Marvel Stadium,46818.0,16,14,14,12,1
9847,W. Bulldogs,SF,2009-09-11,2009,H,Brisbane Lions,4.2 6.6 11.8 16.11,107,0.6 3.7 5.7 8.8,56,W,51,Melbourne Cricket Ground,47030.0,16,11,8,8,1
9849,W. Bulldogs,1,2010-03-28,2010,H,Collingwood Magpies,3.2 9.6 11.11 13.15,93,8.2 10.9 14.13 19.15,129,L,-36,Marvel Stadium,49000.0,13,15,19,15,0
9851,W. Bulldogs,3,2010-04-11,2010,H,Hawthorn Hawks,2.4 6.5 8.14 14.16,100,3.3 5.7 8.9 12.12,84,W,16,Marvel Stadium,35933.0,14,16,12,12,1
9854,W. Bulldogs,6,2010-04-30,2010,H,St Kilda Saints,2.2 3.7 6.8 6.10,46,1.2 2.3 4.3 7.7,49,L,-3,Marvel Stadium,43072.0,6,10,7,7,0
9856,W. Bulldogs,8,2010-05-15,2010,H,Sydney Swans,4.4 9.6 14.10 14.17,101,3.2 4.7 6.9 9.9,63,W,38,Manuka Oval,14308.0,14,17,9,9,1
9860,W. Bulldogs,12,2010-06-13,2010,H,Brisbane Lions,5.6 7.9 13.12 17.19,121,1.1 5.2 6.4 8.8,56,W,65,Marvel Stadium,30831.0,17,19,8,8,1
9865,W. Bulldogs,17,2010-07-25,2010,H,Fremantle Dockers,9.3 14.5 18.9 24.14,158,3.0 5.2 9.3 12.4,76,W,82,Marvel Stadium,26797.0,24,14,12,4,1
9866,W. Bulldogs,18,2010-08-01,2010,H,North Melbourne Kangaroos,6.2 9.3 13.7 22.11,143,3.3 6.6 8.8 10.12,72,W,71,Marvel Stadium,28038.0,22,11,10,12,1
9870,W. Bulldogs,22,2010-08-28,2010,H,Essendon Bombers,6.2 11.4 15.5 17.5,107,2.4 6.4 9.6 11.12,78,W,29,Marvel Stadium,26776.0,17,5,11,12,1
9895,W. Bulldogs,24,2011-09-03,2011,H,Fremantle Dockers,2.6 6.8 8.15 15.17,107,1.6 4.11 6.13 8.13,61,W,46,Marvel Stadium,18128.0,15,17,8,13,1
9896,W. Bulldogs,1,2012-04-01,2012,H,West Coast Eagles,4.3 8.5 10.11 12.15,87,6.2 10.6 16.9 21.10,136,L,-49,Marvel Stadium,24977.0,12,15,21,10,0
9901,W. Bulldogs,6,2012-05-04,2012,H,Collingwood Magpies,3.5 5.7 10.10 11.11,77,2.0 6.4 11.5 15.8,98,L,-21,Marvel Stadium,38155.0,11,11,15,8,0
9903,W. Bulldogs,8,2012-05-19,2012,H,Gold Coast Suns,1.3 2.6 6.12 9.18,72,1.5 2.9 3.10 4.10,34,W,38,TIO Stadium,8724.0,9,18,4,10,1
9904,W. Bulldogs,9,2012-05-25,2012,H,Geelong Cats,1.1 6.2 8.5 11.9,75,3.5 6.9 9.9 14.11,95,L,-20,Marvel Stadium,29118.0,11,9,14,11,0
9907,W. Bulldogs,13,2012-06-23,2012,H,Brisbane Lions,2.3 5.6 5.10 7.14,56,6.1 8.5 12.5 18.6,114,L,-58,Marvel Stadium,20146.0,7,14,18,6,0
9910,W. Bulldogs,16,2012-07-15,2012,H,Hawthorn Hawks,3.2 5.4 5.5 6.8,44,4.3 8.5 14.10 17.14,116,L,-72,Marvel Stadium,24754.0,6,8,17,14,0
9911,W. Bulldogs,17,2012-07-21,2012,H,Carlton Blues,3.3 8.4 10.9 12.12,84,2.1 5.3 10.4 16.6,102,L,-18,Marvel Stadium,24615.0,12,12,16,6,0
9913,W. Bulldogs,19,2012-08-04,2012,H,North Melbourne Kangaroos,3.1 6.5 7.7 8.13,61,3.3 7.3 11.7 18.7,115,L,-54,Marvel Stadium,21599.0,8,13,18,7,0
9918,W. Bulldogs,1,2013-03-30,2013,H,Brisbane Lions,6.1 10.5 16.9 19.13,127,0.6 3.10 5.14 7.17,59,W,68,Marvel Stadium,25263.0,19,13,7,17,1
9919,W. Bulldogs,2,2013-04-06,2013,H,Fremantle Dockers,1.1 5.5 7.7 11.12,78,6.2 9.6 13.9 16.10,106,L,-28,Marvel Stadium,19210.0,11,12,16,10,0
9932,W. Bulldogs,16,2013-07-14,2013,H,Essendon Bombers,3.2 6.2 12.4 14.6,90,6.4 9.7 13.11 18.13,121,L,-31,Marvel Stadium,32500.0,14,6,18,13,0
9934,W. Bulldogs,18,2013-07-28,2013,H,West Coast Eagles,3.3 7.7 12.10 16.15,111,4.4 7.6 10.8 13.11,89,W,22,Marvel Stadium,17019.0,16,15,13,11,1
9935,W. Bulldogs,19,2013-08-04,2013,H,Sydney Swans,4.1 7.3 11.4 15.9,99,5.1 10.3 15.6 21.8,134,L,-35,Marvel Stadium,22647.0,15,9,21,8,0
9941,W. Bulldogs,2,2014-03-30,2014,H,North Melbourne Kangaroos,0.3 2.3 5.4 8.6,54,2.2 2.5 6.8 12.11,83,L,-29,Marvel Stadium,28512.0,8,6,12,11,0
9944,W. Bulldogs,5,2014-04-20,2014,H,Carlton Blues,3.3 8.6 12.8 13.13,91,7.3 13.6 16.9 18.11,119,L,-28,Marvel Stadium,27986.0,13,13,18,11,0
9950,W. Bulldogs,12,2014-06-07,2014,H,Brisbane Lions,5.3 7.5 9.5 13.9,87,4.3 11.8 13.9 14.11,95,L,-8,Marvel Stadium,18054.0,13,9,14,11,0
9953,W. Bulldogs,15,2014-06-29,2014,H,Melbourne Demons,4.1 7.4 10.4 14.7,91,1.3 3.4 10.5 13.7,85,W,6,Marvel Stadium,24953.0,14,7,13,7,1
9955,W. Bulldogs,17,2014-07-12,2014,H,Gold Coast Suns,5.1 5.5 7.12 13.16,94,2.3 6.6 7.10 9.12,66,W,28,Cazaly's Stadium,9746.0,13,16,9,12,1
4077,Geelong Cats,10,2021-05-22,2021,H,gold coast suns,4.0 6.1 10.3 14.7,91,1.1 3.6 4.8 8.9,57,W,34,GMHBA Stadium,22055.0,14,7,8,9,1
9956,W. Bulldogs,18,2014-07-20,2014,H,Essendon Bombers,3.3 8.6 12.8 14.10,94,4.2 7.5 10.7 15.11,101,L,-7,Marvel Stadium,34476.0,14,10,15,11,0
9939,W. Bulldogs,23,2013-09-01,2013,H,Melbourne Demons,4.3 13.6 14.8 16.11,107,4.5 6.5 9.7 13.9,87,W,20,Marvel Stadium,22176.0,16,11,13,9,1
9949,W. Bulldogs,11,2014-06-01,2014,H,Fremantle Dockers,1.4 2.8 5.12 6.15,51,4.2 8.3 9.6 13.11,89,L,-38,Marvel Stadium,14913.0,6,15,13,11,0
9960,W. Bulldogs,22,2014-08-24,2014,H,Sydney Swans,1.2 5.5 7.10 9.13,67,7.3 11.5 17.7 20.10,130,L,-63,Marvel Stadium,22430.0,9,13,20,10,0
9962,W. Bulldogs,1,2015-04-04,2015,H,West Coast Eagles,4.0 7.5 11.6 14.13,97,3.1 7.1 12.2 14.3,87,W,10,Marvel Stadium,22366.0,14,13,14,3,1
9965,W. Bulldogs,4,2015-04-26,2015,H,Adelaide Crows,6.5 10.9 16.14 18.17,125,1.1 5.4 5.5 10.8,68,W,57,Marvel Stadium,19915.0,18,17,10,8,1
9967,W. Bulldogs,6,2015-05-09,2015,H,St Kilda Saints,3.3 10.4 11.6 13.9,87,2.2 2.3 9.6 14.10,94,L,-7,Marvel Stadium,29619.0,13,9,14,10,0
9972,W. Bulldogs,12,2015-06-20,2015,H,Brisbane Lions,5.3 8.6 13.11 22.14,146,2.1 5.3 8.5 11.8,74,W,72,Marvel Stadium,21129.0,22,14,11,8,1
9974,W. Bulldogs,14,2015-07-04,2015,H,Carlton Blues,3.3 4.4 7.8 9.10,64,1.1 4.7 4.11 7.11,53,W,11,Marvel Stadium,31445.0,9,10,7,11,1
9975,W. Bulldogs,15,2015-07-11,2015,H,Gold Coast Suns,1.1 3.3 4.9 14.11,95,5.3 6.3 9.5 11.7,73,W,22,Cazaly's Stadium,9449.0,14,11,11,7,1
9977,W. Bulldogs,17,2015-07-26,2015,H,Collingwood Magpies,5.5 9.6 13.9 15.14,104,3.4 7.7 9.7 13.8,86,W,18,Marvel Stadium,40581.0,15,14,13,8,1
9980,W. Bulldogs,20,2015-08-16,2015,H,Melbourne Demons,8.3 14.5 14.7 24.9,153,0.2 2.4 7.7 8.7,55,W,98,Marvel Stadium,27805.0,24,9,8,7,1
9984,W. Bulldogs,EF,2015-09-12,2015,H,Adelaide Crows,4.6 7.10 10.16 14.18,102,6.3 9.6 13.9 16.13,109,L,-7,Melbourne Cricket Ground,60782.0,14,18,16,13,0
9985,W. Bulldogs,1,2016-03-27,2016,H,Fremantle Dockers,7.1 9.7 10.11 15.13,103,0.2 1.5 4.7 5.8,38,W,65,Marvel Stadium,27832.0,15,13,5,8,1
9987,W. Bulldogs,3,2016-04-10,2016,H,Hawthorn Hawks,0.2 4.5 10.8 13.12,90,2.4 5.5 7.7 14.9,93,L,-3,Marvel Stadium,46808.0,13,12,14,9,0
9989,W. Bulldogs,5,2016-04-23,2016,H,Brisbane Lions,3.6 9.8 13.12 17.18,120,2.1 4.4 7.5 10.7,67,W,53,Marvel Stadium,25097.0,17,18,10,7,1
9991,W. Bulldogs,7,2016-05-07,2016,H,Adelaide Crows,6.3 9.7 14.11 18.15,123,2.3 6.5 12.5 17.6,108,W,15,Marvel Stadium,26984.0,18,15,17,6,1
9995,W. Bulldogs,11,2016-06-05,2016,H,West Coast Eagles,4.1 6.6 10.7 12.11,83,4.4 5.4 8.6 11.9,75,W,8,Marvel Stadium,28769.0,12,11,11,9,1
9997,W. Bulldogs,13,2016-06-18,2016,H,Geelong Cats,0.5 1.9 5.12 5.13,43,5.3 10.3 11.4 16.4,100,L,-57,Marvel Stadium,41725.0,5,13,16,4,0
9999,W. Bulldogs,16,2016-07-09,2016,H,Richmond Tigers,3.3 5.9 6.11 12.13,85,3.1 6.2 8.6 11.9,75,W,10,Marvel Stadium,39679.0,12,13,11,9,1
10000,W. Bulldogs,17,2016-07-16,2016,H,Gold Coast Suns,6.5 11.9 12.15 15.17,107,3.2 5.3 6.8 8.11,59,W,48,Cazaly's Stadium,8509.0,15,17,8,11,1
10001,W. Bulldogs,18,2016-07-23,2016,H,St Kilda Saints,4.2 6.4 9.6 9.6,60,3.3 7.4 10.5 11.9,75,L,-15,Marvel Stadium,26532.0,9,6,11,9,0
10004,W. Bulldogs,21,2016-08-12,2016,H,Collingwood Magpies,3.3 7.6 11.7 14.11,95,2.4 7.5 11.7 14.8,92,W,3,Marvel Stadium,35010.0,14,11,14,8,1
10012,W. Bulldogs,2,2017-03-31,2017,H,Sydney Swans,2.6 7.7 12.11 16.14,110,4.1 6.5 9.7 13.9,87,W,23,Marvel Stadium,42834.0,16,14,13,9,1
10024,W. Bulldogs,15,2017-07-01,2017,H,West Coast Eagles,3.2 4.5 7.9 11.14,80,4.6 6.9 11.13 12.15,87,L,-7,Marvel Stadium,29671.0,11,14,12,15,0
10027,W. Bulldogs,18,2017-07-22,2017,H,Gold Coast Suns,4.4 7.6 10.9 16.14,110,3.2 4.4 8.7 8.8,56,W,54,Cazaly's Stadium,9364.0,16,14,8,8,1
10028,W. Bulldogs,19,2017-07-30,2017,H,Essendon Bombers,5.4 8.9 15.10 19.13,127,4.5 7.10 11.15 13.19,97,W,30,Marvel Stadium,48754.0,19,13,13,19,1
10030,W. Bulldogs,21,2017-08-11,2017,H,Greater Western Sydney Giants,3.1 6.7 6.12 7.15,57,4.5 7.5 13.8 16.9,105,L,-48,Marvel Stadium,30672.0,7,15,16,9,0
10031,W. Bulldogs,22,2017-08-19,2017,H,Port Adelaide Power,3.3 6.5 9.11 11.13,79,2.2 5.5 8.10 14.12,96,L,-17,Mars Stadium,10087.0,11,13,14,12,0
10034,W. Bulldogs,2,2018-04-01,2018,H,West Coast Eagles,3.3 3.6 5.13 9.16,70,3.5 9.9 12.10 18.13,121,L,-51,Marvel Stadium,22868.0,9,16,18,13,0
10035,W. Bulldogs,3,2018-04-08,2018,H,Essendon Bombers,3.9 8.10 11.16 14.20,104,3.2 6.6 9.7 12.11,83,W,21,Marvel Stadium,40499.0,14,20,12,11,1
10036,W. Bulldogs,4,2018-04-14,2018,H,Sydney Swans,5.3 7.7 9.10 11.13,79,4.0 6.3 10.4 13.8,86,L,-7,Marvel Stadium,28058.0,11,13,13,8,0
10039,W. Bulldogs,7,2018-05-05,2018,H,Gold Coast Suns,1.2 5.5 8.7 11.15,81,2.6 5.9 8.10 10.12,72,W,9,Mars Stadium,6833.0,11,15,10,12,1
10040,W. Bulldogs,8,2018-05-12,2018,H,Brisbane Lions,4.3 9.5 12.8 16.11,107,4.1 6.5 8.8 14.9,93,W,14,Marvel Stadium,20865.0,16,11,14,9,1
10043,W. Bulldogs,11,2018-06-02,2018,H,Melbourne Demons,3.3 4.6 6.8 7.9,51,2.1 7.4 11.7 15.10,100,L,-49,Marvel Stadium,28485.0,7,9,15,10,0
10045,W. Bulldogs,14,2018-06-23,2018,H,North Melbourne Kangaroos,2.1 6.3 8.7 11.9,75,1.1 3.3 8.5 12.5,77,L,-2,Marvel Stadium,26301.0,11,9,12,5,0
10046,W. Bulldogs,15,2018-06-29,2018,H,Geelong Cats,4.2 9.4 13.5 16.7,103,4.3 8.4 13.7 15.11,101,W,2,Marvel Stadium,29499.0,16,7,15,11,1
10050,W. Bulldogs,19,2018-07-29,2018,H,Port Adelaide Power,2.0 4.0 5.4 5.4,34,2.2 4.4 7.6 11.12,78,L,-44,Mars Stadium,6450.0,5,4,11,12,0
10055,W. Bulldogs,1,2019-03-23,2019,H,Sydney Swans,4.5 6.8 9.14 11.16,82,1.2 1.5 5.6 9.11,65,W,17,Marvel Stadium,32303.0,11,16,9,11,1
10057,W. Bulldogs,3,2019-04-07,2019,H,Gold Coast Suns,2.4 4.8 5.10 9.14,68,6.4 7.6 8.11 10.13,73,L,-5,Marvel Stadium,22499.0,9,14,10,13,0
10059,W. Bulldogs,5,2019-04-21,2019,H,Carlton Blues,3.3 4.10 6.12 7.15,57,5.3 8.5 11.6 15.11,101,L,-44,Marvel Stadium,35069.0,7,15,15,11,0
10064,W. Bulldogs,10,2019-05-25,2019,H,North Melbourne Kangaroos,5.2 6.6 9.9 13.12,90,5.2 10.4 13.5 18.7,115,L,-25,Marvel Stadium,26156.0,13,12,18,7,0
10067,W. Bulldogs,14,2019-06-23,2019,H,Collingwood Magpies,4.3 5.7 7.11 10.13,73,4.1 5.2 10.4 13.4,82,L,-9,Marvel Stadium,39836.0,10,13,13,4,0
10069,W. Bulldogs,16,2019-07-06,2019,H,Geelong Cats,1.4 3.5 5.7 10.11,71,3.5 4.8 6.11 7.13,55,W,16,Marvel Stadium,35641.0,10,11,7,13,1
10070,W. Bulldogs,17,2019-07-14,2019,H,Melbourne Demons,3.3 6.5 7.13 10.14,74,3.2 6.4 7.7 9.12,66,W,8,Marvel Stadium,26781.0,10,14,9,12,1
10072,W. Bulldogs,19,2019-07-28,2019,H,Fremantle Dockers,8.2 12.6 14.11 16.17,113,4.3 5.5 7.9 9.12,66,W,47,Marvel Stadium,21181.0,16,17,9,12,1
10078,W. Bulldogs,1,2020-03-20,2020,H,Collingwood Magpies,1.0 4.0 5.2 5.4,34,5.2 8.6 10.7 13.8,86,L,-52,Marvel Stadium,,5,4,13,8,0
10082,W. Bulldogs,5,2020-07-04,2020,H,North Melbourne Kangaroos,2.2 5.5 10.6 13.9,87,1.2 2.3 3.5 5.8,38,W,49,Marvel Stadium,,13,9,5,8,1
10086,W. Bulldogs,9,2020-07-29,2020,H,Richmond Tigers,1.1 3.5 4.7 7.7,49,4.3 10.4 11.10 13.12,90,L,-41,People First Stadium,,7,7,13,12,0
10089,W. Bulldogs,12,2020-08-16,2020,H,Adelaide Crows,6.3 8.8 12.12 16.15,111,4.1 5.3 5.5 8.6,54,W,57,People First Stadium,,16,15,8,6,1
10090,W. Bulldogs,13,2020-08-22,2020,H,Melbourne Demons,2.4 4.4 10.5 12.8,80,1.3 5.5 5.8 7.10,52,W,28,People First Stadium,,12,8,7,10,1
10091,W. Bulldogs,14,2020-08-28,2020,H,Geelong Cats,6.3 6.6 7.7 9.7,61,0.3 3.6 5.9 10.12,72,L,-11,People First Stadium,,9,7,10,12,0
10092,W. Bulldogs,16,2020-09-06,2020,H,West Coast Eagles,0.3 3.8 4.10 6.13,49,4.1 4.2 5.3 7.5,47,W,2,People First Stadium,,6,13,7,5,1
10097,W. Bulldogs,2,2021-03-28,2021,H,West Coast Eagles,3.3 6.10 9.12 14.16,100,3.2 6.3 12.6 14.9,93,W,7,Marvel Stadium,21391.0,14,16,14,9,1
10099,W. Bulldogs,4,2021-04-10,2021,H,Brisbane Lions,3.3 7.6 9.10 10.13,73,2.1 3.4 6.6 8.6,54,W,19,Mars Stadium,7387.0,10,13,8,6,1
10100,W. Bulldogs,5,2021-04-17,2021,H,Gold Coast Suns,4.1 11.4 13.9 17.16,118,0.2 1.3 7.4 8.8,56,W,62,Marvel Stadium,18920.0,17,16,8,8,1
10117,W. Bulldogs,23,2021-08-20,2021,H,Port Adelaide Power,4.1 5.3 9.3 10.4,64,1.3 1.8 6.10 9.12,66,L,-2,Marvel Stadium,,10,4,9,12,0
10118,W. Bulldogs,EF,2021-08-29,2021,H,Essendon Bombers,2.1 5.4 8.5 13.7,85,1.4 4.7 4.10 4.12,36,W,49,UTAS Stadium,9760.0,13,7,4,12,1
10123,W. Bulldogs,2,2022-03-24,2022,H,Carlton Blues,4.1 7.3 11.5 13.12,90,5.2 12.4 14.5 16.6,102,L,-12,Marvel Stadium,34961.0,13,12,16,6,0
10127,W. Bulldogs,6,2022-04-23,2022,H,Adelaide Crows,3.5 3.7 5.8 9.8,62,2.4 3.7 5.11 8.15,63,L,-1,Mars Stadium,10412.0,9,8,8,15,0
10128,W. Bulldogs,7,2022-05-01,2022,H,Essendon Bombers,3.1 6.3 13.4 16.7,103,2.3 3.7 6.10 10.11,71,W,32,Marvel Stadium,33677.0,16,7,10,11,1
10133,W. Bulldogs,12,2022-06-03,2022,H,Geelong Cats,1.5 4.6 6.9 10.10,70,7.2 8.6 8.8 12.11,83,L,-13,Marvel Stadium,34370.0,10,10,12,11,0
10135,W. Bulldogs,15,2022-06-24,2022,H,Hawthorn Hawks,1.2 6.6 12.10 19.11,125,4.3 5.7 5.11 12.11,83,W,42,Marvel Stadium,32505.0,19,11,12,11,1
10138,W. Bulldogs,18,2022-07-15,2022,H,St Kilda Saints,5.2 8.4 12.5 13.6,84,0.2 2.4 3.9 7.14,56,W,28,Marvel Stadium,25981.0,13,6,7,14,1
10139,W. Bulldogs,19,2022-07-23,2022,H,Melbourne Demons,4.0 9.2 12.6 17.8,110,6.3 11.5 14.7 15.10,100,W,10,Marvel Stadium,26501.0,17,8,15,10,1
10141,W. Bulldogs,21,2022-08-06,2022,H,Fremantle Dockers,3.4 5.5 9.9 11.12,78,5.1 9.4 13.8 14.11,95,L,-17,Marvel Stadium,24130.0,11,12,14,11,0
10142,W. Bulldogs,22,2022-08-13,2022,H,Greater Western Sydney Giants,3.0 4.1 8.2 9.8,62,1.1 3.3 8.6 8.9,57,W,5,Marvel Stadium,18301.0,9,8,8,9,1
10147,W. Bulldogs,3,2023-03-30,2023,H,Brisbane Lions,1.2 4.3 8.4 10.7,67,1.3 2.7 6.8 7.11,53,W,14,Marvel Stadium,23665.0,10,7,7,11,1
10151,W. Bulldogs,7,2023-04-29,2023,H,Hawthorn Hawks,3.2 7.3 10.6 14.10,94,3.3 7.6 7.9 9.11,65,W,29,Marvel Stadium,40119.0,14,10,9,11,1
10163,W. Bulldogs,20,2023-07-29,2023,H,Greater Western Sydney Giants,3.5 6.10 9.10 10.13,73,1.3 2.5 8.8 11.12,78,L,-5,Mars Stadium,9080.0,10,13,11,12,0
10164,W. Bulldogs,21,2023-08-04,2023,H,Richmond Tigers,9.3 12.5 16.7 19.12,126,2.1 5.5 7.8 10.11,71,W,55,Marvel Stadium,39304.0,19,12,10,11,1
10166,W. Bulldogs,23,2023-08-20,2023,H,West Coast Eagles,3.2 5.7 10.10 12.13,85,5.3 7.6 9.7 14.8,92,L,-7,Marvel Stadium,23965.0,12,13,14,8,0
10169,W. Bulldogs,2,2024-03-24,2024,H,Gold Coast Suns,9.1 10.3 14.4 18.7,115,2.2 5.5 9.6 10.7,67,W,48,Mars Stadium,9752.0,18,7,10,7,1
10170,W. Bulldogs,3,2024-03-31,2024,H,West Coast Eagles,2.4 8.6 11.8 16.10,106,2.2 2.3 2.7 3.12,30,W,76,Marvel Stadium,22991.0,16,10,3,12,1
10175,W. Bulldogs,8,2024-05-05,2024,H,Hawthorn Hawks,5.1 6.3 8.7 14.7,91,4.2 7.5 9.9 14.14,98,L,-7,Marvel Stadium,29555.0,14,7,14,14,0
10178,W. Bulldogs,11,2024-05-23,2024,H,Sydney Swans,4.3 7.8 8.11 12.16,88,4.1 7.4 12.6 16.6,102,L,-14,Marvel Stadium,27377.0,12,16,16,6,0
10180,W. Bulldogs,13,2024-06-07,2024,H,Brisbane Lions,4.0 5.4 8.7 10.11,71,4.3 10.7 13.9 17.12,114,L,-43,Marvel Stadium,31280.0,10,11,17,12,0
10181,W. Bulldogs,14,2024-06-15,2024,H,Fremantle Dockers,4.5 9.8 15.11 23.11,149,4.1 5.4 9.5 12.10,82,W,67,Marvel Stadium,21796.0,23,11,12,10,1
10184,W. Bulldogs,18,2024-07-13,2024,H,Carlton Blues,0.7 7.9 11.14 14.16,100,3.4 7.6 10.10 12.14,86,W,14,Marvel Stadium,45387.0,14,16,12,14,1
10187,W. Bulldogs,21,2024-08-02,2024,H,Melbourne Demons,4.7 6.13 11.17 15.20,110,1.1 5.1 7.3 9.5,59,W,51,Marvel Stadium,33000.0,15,20,9,5,1
10189,W. Bulldogs,23,2024-08-18,2024,H,North Melbourne Kangaroos,5.3 9.10 16.15 20.18,138,3.4 3.5 4.5 6.6,42,W,96,Marvel Stadium,33182.0,20,18,6,6,1
10191,W. Bulldogs,EF,2024-09-06,2024,H,Hawthorn Hawks,4.1 5.4 6.5 9.8,62,2.1 7.3 11.11 14.15,99,L,-37,Melbourne Cricket Ground,97828.0,9,8,14,15,0
10196,W. Bulldogs,5,2025-04-12,2025,H,Brisbane Lions,2.4 9.8 11.12 14.13,97,3.3 4.5 11.6 18.10,118,L,-21,Norwood Oval,9242.0,14,13,18,10,0
10197,W. Bulldogs,6,2025-04-20,2025,H,St Kilda Saints,3.5 8.8 13.13 18.19,127,4.1 4.4 6.8 8.8,56,W,71,Marvel Stadium,35511.0,18,19,8,8,1
10211,W. Bulldogs,21,2025-07-31,2025,H,Greater Western Sydney Giants,6.5 12.9 16.13 19.18,132,1.2 3.2 6.6 6.8,44,W,88,Marvel Stadium,23898.0,19,18,6,8,1
10213,W. Bulldogs,23,2025-08-17,2025,H,West Coast Eagles,4.5 11.7 15.7 19.12,126,0.1 2.5 3.8 4.8,32,W,94,Marvel Stadium,21207.0,19,12,4,8,1
10214,W. Bulldogs,24,2025-08-24,2025,H,Fremantle Dockers,4.5 4.8 7.10 14.13,97,2.2 9.4 13.6 17.10,112,L,-15,Marvel Stadium,44069.0,14,13,17,10,0
15429,W. Bulldogs,10,1983-05-28,1983,H,St Kilda Saints,6.8 8.12 15.21 17.26,128,3.1 9.8 10.12 11.16,82,W,46,Western Oval,19247.0,17,26,11,16,1
15441,W. Bulldogs,22,1983-08-27,1983,H,Sydney Swans,2.1 9.7 13.8 17.12,114,3.5 4.6 8.11 10.12,72,W,42,Western Oval,13389.0,17,12,10,12,1
15442,W. Bulldogs,1,1984-03-31,1984,H,Richmond Tigers,3.6 9.8 13.11 18.14,122,1.4 1.11 5.15 11.17,83,W,39,Western Oval,25270.0,18,14,11,17,1
15446,W. Bulldogs,5,1984-04-28,1984,H,Hawthorn Hawks,2.9 3.11 8.15 13.16,94,5.2 15.5 18.7 22.9,141,L,-47,Western Oval,19988.0,13,16,22,9,0
15447,W. Bulldogs,6,1984-05-05,1984,H,Sydney Swans,3.4 8.10 8.11 11.18,84,2.3 6.5 11.10 11.11,77,W,7,Western Oval,15236.0,11,18,11,11,1
15450,W. Bulldogs,9,1984-05-26,1984,H,Melbourne Demons,1.3 6.8 10.11 11.15,81,5.3 10.6 18.15 23.21,159,L,-78,Waverley Park,20056.0,11,15,23,21,0
15453,W. Bulldogs,12,1984-06-16,1984,H,Geelong Cats,6.6 8.8 11.11 13.11,89,4.1 6.6 10.9 10.13,73,W,16,Western Oval,16619.0,13,11,10,13,1
