id,team_name,round,match_date,year,home_away,opponent,team_quarter_scores,team_score,opponent_quarter_scores,opponent_score,result,margin,venue,crowd,team_goals_kicked,team_behinds,opponent_goals_kicked,opponent_behinds,home_win
4353,Gold Coast Suns,8,2018-05-12,2018,H,Melbourne Demons,3.5 5.7 9.9 11.11,77,4.5 8.11 13.17 21.20,146,L,-69,The Gabba,6060.0,11,11,21,20,0
4354,Gold Coast Suns,9,2018-05-19,2018,H,Port Adelaide Power,4.2 5.3 6.6 6.6,42,5.5 6.9 8.14 11.16,82,L,-40,Jiangwan Stadium,10689.0,6,6,11,16,0
4357,Gold Coast Suns,13,2018-06-16,2018,H,St Kilda Saints,4.2 9.7 11.12 11.12,78,3.2 4.6 6.11 11.14,80,L,-2,People First Stadium,10181.0,11,12,11,14,0
4359,Gold Coast Suns,15,2018-06-30,2018,H,Collingwood Magpies,3.2 4.4 7.7 8.12,60,4.3 10.6 13.11 14.15,99,L,-39,People First Stadium,13637.0,8,12,14,15,0
4361,Gold Coast Suns,17,2018-07-14,2018,H,Essendon Bombers,2.8 4.11 4.14 6.15,51,2.4 4.6 8.10 13.17,95,L,-44,People First Stadium,13061.0,6,15,13,17,0
4363,Gold Coast Suns,19,2018-07-28,2018,H,Carlton Blues,3.3 3.6 4.8 5.14,44,1.2 3.4 10.6 12.7,79,L,-35,People First Stadium,10776.0,5,14,12,7,0
4366,Gold Coast Suns,22,2018-08-18,2018,H,Brisbane Lions,1.2 6.4 8.6 11.8,74,3.5 6.10 7.15 10.18,78,L,-4,People First Stadium,11907.0,11,8,10,18,0
4371,Gold Coast Suns,4,2019-04-14,2019,H,Carlton Blues,3.1 4.4 5.8 8.11,59,1.3 5.4 7.7 8.9,57,W,2,People First Stadium,14176.0,8,11,8,9,1
4373,Gold Coast Suns,6,2019-04-27,2019,H,Brisbane Lions,3.2 6.2 7.3 9.8,62,2.5 6.8 11.10 16.15,111,L,-49,People First Stadium,13694.0,9,8,16,15,0
4375,Gold Coast Suns,8,2019-05-11,2019,H,Melbourne Demons,2.1 3.3 5.6 9.6,60,3.2 3.5 5.9 8.13,61,L,-1,People First Stadium,9765.0,9,6,8,13,0
4379,Gold Coast Suns,12,2019-06-08,2019,H,North Melbourne Kangaroos,1.3 4.3 7.4 11.6,72,7.2 9.5 12.9 14.15,99,L,-27,People First Stadium,9305.0,11,6,14,15,0
4380,Gold Coast Suns,13,2019-06-15,2019,H,St Kilda Saints,3.5 5.6 8.9 11.10,76,0.2 2.5 7.8 11.14,80,L,-4,Riverway Stadium,7243.0,11,10,11,14,0
4382,Gold Coast Suns,16,2019-07-06,2019,H,Richmond Tigers,2.1 3.1 7.2 9.4,58,9.2 16.7 19.9 23.12,150,L,-92,People First Stadium,16031.0,9,4,23,12,0
4383,Gold Coast Suns,17,2019-07-13,2019,H,Adelaide Crows,2.3 2.5 4.7 8.8,56,5.7 12.9 19.10 23.13,151,L,-95,People First Stadium,8741.0,8,8,23,13,0
4414,Gold Coast Suns,8,2021-05-08,2021,H,St Kilda Saints,1.4 3.7 7.9 7.12,54,0.3 3.7 4.12 8.15,63,L,-9,People First Stadium,9271.0,7,12,8,15,0
4385,Gold Coast Suns,19,2019-07-28,2019,H,Essendon Bombers,4.2 7.3 9.6 15.6,96,1.3 4.5 10.8 16.10,106,L,-10,People First Stadium,15759.0,15,6,16,10,0
4389,Gold Coast Suns,23,2019-08-24,2019,H,Greater Western Sydney Giants,0.4 3.10 5.12 7.13,55,5.0 8.2 16.5 20.7,127,L,-72,People First Stadium,7610.0,7,13,20,7,0
4390,Gold Coast Suns,1,2020-03-21,2020,H,Port Adelaide Power,1.1 3.2 4.5 4.5,29,4.2 9.6 9.9 10.16,76,L,-47,People First Stadium,,4,5,10,16,0
4391,Gold Coast Suns,2,2020-06-13,2020,H,West Coast Eagles,2.0 6.2 11.4 14.6,90,1.4 5.5 6.8 6.10,46,W,44,People First Stadium,,14,6,6,10,1
4392,Gold Coast Suns,3,2020-06-21,2020,H,Adelaide Crows,2.7 6.7 10.8 12.10,82,0.0 1.2 1.4 4.5,29,W,53,People First Stadium,,12,10,4,5,1
4393,Gold Coast Suns,4,2020-06-27,2020,H,Fremantle Dockers,2.0 7.0 8.2 10.4,64,3.0 6.0 8.2 8.3,51,W,13,People First Stadium,,10,4,8,3,1
4397,Gold Coast Suns,8,2020-07-23,2020,H,Western Bulldogs,2.1 3.4 5.6 6.10,46,2.3 3.6 5.8 7.9,51,L,-5,People First Stadium,,6,10,7,9,0
4398,Gold Coast Suns,9,2020-08-02,2020,H,Greater Western Sydney Giants,0.3 2.4 2.7 4.11,35,2.4 4.5 5.7 9.7,61,L,-26,People First Stadium,,4,11,9,7,0
4399,Gold Coast Suns,10,2020-08-06,2020,H,St Kilda Saints,2.1 6.5 8.7 11.8,74,3.2 6.2 9.4 12.6,78,L,-4,People First Stadium,,11,8,12,6,0
4400,Gold Coast Suns,11,2020-08-12,2020,H,Essendon Bombers,3.1 7.4 9.5 11.7,73,1.3 4.3 7.5 11.7,73,D,0,People First Stadium,,11,7,11,7,0
4402,Gold Coast Suns,13,2020-08-21,2020,H,Carlton Blues,0.0 2.0 3.2 4.3,27,1.4 5.7 6.11 7.18,60,L,-33,TIO Stadium,,4,3,7,18,0
4403,Gold Coast Suns,14,2020-08-30,2020,H,North Melbourne Kangaroos,3.4 7.8 8.14 12.19,91,2.1 4.1 4.4 4.4,28,W,63,People First Stadium,,12,19,4,4,1
4421,Gold Coast Suns,16,2021-07-01,2021,H,Richmond Tigers,2.7 5.10 8.14 10.17,77,2.1 5.4 8.5 10.7,67,W,10,Marvel Stadium,9327.0,10,17,10,7,1
4410,Gold Coast Suns,4,2021-04-10,2021,H,Carlton Blues,1.2 4.4 8.8 8.11,59,2.4 6.6 8.9 9.16,70,L,-11,People First Stadium,11618.0,8,11,9,16,0
4412,Gold Coast Suns,6,2021-04-24,2021,H,Sydney Swans,4.2 8.2 13.6 15.10,100,3.1 4.4 5.5 9.6,60,W,40,People First Stadium,9819.0,15,10,9,6,1
4415,Gold Coast Suns,9,2021-05-15,2021,H,Brisbane Lions,2.3 3.6 3.7 7.9,51,3.3 8.5 16.7 19.10,124,L,-73,People First Stadium,12636.0,7,9,19,10,0
4417,Gold Coast Suns,11,2021-05-29,2021,H,Hawthorn Hawks,4.5 10.8 13.10 17.11,113,3.2 6.4 8.5 11.10,76,W,37,Sydney Cricket Ground,1241.0,17,11,11,10,1
4419,Gold Coast Suns,14,2021-06-19,2021,H,Port Adelaide Power,1.0 2.1 2.4 4.7,31,3.3 7.5 11.8 12.9,81,L,-50,People First Stadium,7117.0,4,7,12,9,0
4423,Gold Coast Suns,18,2021-07-17,2021,H,Western Bulldogs,4.1 6.5 8.7 11.13,79,3.2 8.4 11.5 14.6,90,L,-11,People First Stadium,8244.0,11,13,14,6,0
4425,Gold Coast Suns,20,2021-08-01,2021,H,Melbourne Demons,3.2 3.3 3.3 4.6,30,6.4 12.8 17.14 18.20,128,L,-98,Marvel Stadium,,4,6,18,20,0
4427,Gold Coast Suns,22,2021-08-15,2021,H,Essendon Bombers,2.2 3.4 3.6 4.6,30,2.2 8.8 12.12 14.14,98,L,-68,GMHBA Stadium,,4,6,14,14,0
4430,Gold Coast Suns,2,2022-03-26,2022,H,Melbourne Demons,2.3 6.5 8.7 10.9,69,3.1 9.1 12.5 12.10,82,L,-13,People First Stadium,8280.0,10,9,12,10,0
4432,Gold Coast Suns,4,2022-04-10,2022,H,Carlton Blues,5.5 7.7 12.10 13.14,92,3.2 5.5 6.9 8.14,62,W,30,People First Stadium,14349.0,13,14,8,14,1
4434,Gold Coast Suns,6,2022-04-24,2022,H,Brisbane Lions,2.4 4.10 7.12 11.14,80,5.1 9.3 14.4 21.6,132,L,-52,People First Stadium,14897.0,11,14,21,6,0
4439,Gold Coast Suns,11,2022-05-28,2022,H,Hawthorn Hawks,4.3 10.8 14.12 18.13,121,1.3 4.3 5.5 7.12,54,W,67,TIO Stadium,7516.0,18,13,7,12,1
4440,Gold Coast Suns,12,2022-06-04,2022,H,North Melbourne Kangaroos,1.4 8.11 11.13 15.19,109,4.3 4.3 7.3 7.5,47,W,62,TIO Stadium,5523.0,15,19,7,5,1
4441,Gold Coast Suns,14,2022-06-19,2022,H,Adelaide Crows,1.2 7.5 10.7 18.8,116,2.2 3.6 6.11 10.13,73,W,43,People First Stadium,10507.0,18,8,10,13,1
4443,Gold Coast Suns,16,2022-07-02,2022,H,Collingwood Magpies,3.4 5.6 6.11 8.14,62,3.4 6.9 6.10 9.13,67,L,-5,People First Stadium,16027.0,8,14,9,13,0
4444,Gold Coast Suns,17,2022-07-09,2022,H,Richmond Tigers,3.3 4.4 8.7 14.10,94,5.3 9.8 12.11 13.14,92,W,2,People First Stadium,18031.0,14,10,13,14,1
4447,Gold Coast Suns,20,2022-07-31,2022,H,West Coast Eagles,5.1 10.5 13.8 16.11,107,2.4 5.5 9.7 16.8,104,W,3,People First Stadium,8282.0,16,11,16,8,1
4449,Gold Coast Suns,22,2022-08-13,2022,H,Geelong Cats,2.2 4.2 7.2 9.5,59,7.3 12.5 15.9 18.11,119,L,-60,People First Stadium,14728.0,9,5,18,11,0
4451,Gold Coast Suns,1,2023-03-18,2023,H,Sydney Swans,2.1 3.2 6.4 9.7,61,5.4 7.7 13.10 16.14,110,L,-49,People First Stadium,13648.0,9,7,16,14,0
4453,Gold Coast Suns,3,2023-04-02,2023,H,Geelong Cats,2.3 3.9 6.11 10.13,73,3.4 3.6 5.10 7.12,54,W,19,People First Stadium,13122.0,10,13,7,12,1
4456,Gold Coast Suns,6,2023-04-23,2023,H,North Melbourne Kangaroos,4.3 7.6 10.10 14.13,97,1.2 4.3 4.5 7.12,54,W,43,People First Stadium,9672.0,14,13,7,12,1
4458,Gold Coast Suns,8,2023-05-06,2023,H,Melbourne Demons,3.3 7.4 11.6 13.7,85,4.4 8.5 11.6 13.12,90,L,-5,People First Stadium,11440.0,13,7,13,12,0
4461,Gold Coast Suns,11,2023-05-27,2023,H,Western Bulldogs,4.1 8.3 11.5 13.6,84,4.3 4.5 8.6 11.11,77,W,7,TIO Stadium,9316.0,13,6,11,11,1
4462,Gold Coast Suns,12,2023-06-03,2023,H,Adelaide Crows,2.4 5.5 11.10 16.16,112,6.1 8.4 11.6 13.9,87,W,25,TIO Stadium,10772.0,16,16,13,9,1
4465,Gold Coast Suns,16,2023-07-01,2023,H,Collingwood Magpies,0.2 1.4 5.7 5.12,42,4.4 11.6 14.10 18.12,120,L,-78,People First Stadium,22483.0,5,12,18,12,0
4467,Gold Coast Suns,18,2023-07-15,2023,H,St Kilda Saints,3.2 5.6 9.7 11.11,77,0.1 2.2 5.3 8.3,51,W,26,People First Stadium,13015.0,11,11,8,3,1
4469,Gold Coast Suns,20,2023-07-29,2023,H,Brisbane Lions,2.2 5.3 10.3 15.6,96,3.3 4.6 6.10 7.13,55,W,41,People First Stadium,14097.0,15,6,7,13,1
4472,Gold Coast Suns,23,2023-08-19,2023,H,Carlton Blues,6.5 7.7 9.7 13.9,87,1.2 7.5 8.12 13.13,91,L,-4,People First Stadium,19253.0,13,9,13,13,0
4475,Gold Coast Suns,1,2024-03-16,2024,H,Adelaide Crows,3.2 5.4 7.9 8.12,60,1.1 1.2 3.4 8.6,54,W,6,People First Stadium,11466.0,8,12,8,6,1
4477,Gold Coast Suns,4,2024-04-07,2024,H,Greater Western Sydney Giants,3.3 7.7 11.8 13.11,89,5.0 8.3 13.4 18.9,117,L,-28,Adelaide Hills,9337.0,13,11,18,9,0
4478,Gold Coast Suns,5,2024-04-13,2024,H,Hawthorn Hawks,4.4 6.8 11.10 16.13,109,1.4 3.4 5.6 8.8,56,W,53,People First Stadium,13900.0,16,13,8,8,1
11637,Essendon Bombers,14,1988-07-02,1988,H,West Coast Eagles,3.2 6.8 9.12 16.16,112,4.4 9.4 11.6 13.7,85,W,27,Windy Hill,10298.0,16,16,13,7,1
4480,Gold Coast Suns,7,2024-04-28,2024,H,West Coast Eagles,2.3 7.5 13.7 17.10,112,3.1 7.2 8.3 12.3,75,W,37,People First Stadium,11440.0,17,10,12,3,1
4482,Gold Coast Suns,9,2024-05-11,2024,H,North Melbourne Kangaroos,2.4 5.12 10.14 17.18,120,1.4 2.5 4.7 7.10,52,W,68,TIO Stadium,7036.0,17,18,7,10,1
4483,Gold Coast Suns,10,2024-05-16,2024,H,Geelong Cats,4.3 11.5 19.7 26.8,164,5.0 6.2 8.7 15.10,100,W,64,TIO Stadium,12112.0,26,8,15,10,1
4488,Gold Coast Suns,16,2024-06-29,2024,H,Collingwood Magpies,4.2 8.6 12.11 14.17,101,4.3 5.4 8.9 13.12,90,W,11,People First Stadium,23029.0,14,17,13,12,1
4490,Gold Coast Suns,18,2024-07-14,2024,H,Port Adelaide Power,2.4 8.4 13.6 14.12,96,3.2 5.5 10.7 12.10,82,W,14,People First Stadium,14526.0,14,12,12,10,1
4492,Gold Coast Suns,20,2024-07-27,2024,H,Brisbane Lions,2.6 5.8 7.9 9.11,65,3.2 8.7 10.10 13.15,93,L,-28,People First Stadium,21043.0,9,11,13,15,0
4495,Gold Coast Suns,23,2024-08-17,2024,H,Melbourne Demons,3.2 7.5 8.6 9.9,63,3.2 8.5 11.5 18.9,117,L,-54,People First Stadium,13026.0,9,9,18,9,0
4499,Gold Coast Suns,4,2025-04-05,2025,H,Adelaide Crows,3.5 5.9 10.11 13.13,91,2.4 6.4 10.5 14.6,90,W,1,People First Stadium,16211.0,13,13,14,6,1
4504,Gold Coast Suns,9,2025-05-10,2025,H,Western Bulldogs,4.5 6.8 12.13 15.16,106,3.3 5.7 9.9 14.12,96,W,10,TIO Stadium,9816.0,15,16,14,12,1
4505,Gold Coast Suns,10,2025-05-15,2025,H,Hawthorn Hawks,5.2 9.4 11.6 16.8,104,2.0 7.2 12.3 15.6,96,W,8,TIO Stadium,12314.0,16,8,15,6,1
4507,Gold Coast Suns,12,2025-05-31,2025,H,Fremantle Dockers,2.1 5.5 7.7 9.10,64,5.3 6.5 9.8 11.9,75,L,-11,People First Stadium,11750.0,9,10,11,9,0
4510,Gold Coast Suns,16,2025-06-28,2025,H,Melbourne Demons,5.7 8.9 14.11 15.14,104,0.1 5.3 7.7 12.13,85,W,19,People First Stadium,13064.0,15,14,12,13,1
4512,Gold Coast Suns,18,2025-07-11,2025,H,Collingwood Magpies,2.5 6.7 8.9 10.9,69,0.4 0.8 3.11 8.15,63,W,6,People First Stadium,22831.0,10,9,8,15,1
4514,Gold Coast Suns,20,2025-07-26,2025,H,Brisbane Lions,5.1 10.3 15.6 20.10,130,2.3 4.6 5.8 9.10,64,W,66,People First Stadium,20833.0,20,10,9,10,1
4515,Gold Coast Suns,21,2025-08-02,2025,H,Richmond Tigers,4.1 6.5 11.9 16.11,107,0.1 0.5 1.8 2.11,23,W,84,People First Stadium,14841.0,16,11,2,11,1
4517,Gold Coast Suns,23,2025-08-16,2025,H,Greater Western Sydney Giants,3.2 6.4 8.6 11.10,76,5.5 9.8 15.9 17.9,111,L,-35,People First Stadium,16007.0,11,10,17,9,0
4519,Gold Coast Suns,24,2025-08-27,2025,H,Essendon Bombers,7.4 9.10 15.15 23.15,153,1.0 3.4 5.6 8.10,58,W,95,People First Stadium,16768.0,23,15,8,10,1
4522,Greater Western Sydney Giants,1,2012-03-24,2012,H,Sydney Swans,1.2 3.3 3.4 5.7,37,4.1 8.4 13.8 14.16,100,L,-63,Accor Stadium,38203.0,5,7,14,16,0
4532,Greater Western Sydney Giants,12,2012-06-16,2012,H,Richmond Tigers,2.0 5.1 8.1 12.2,74,4.2 6.7 9.14 11.20,86,L,-12,ENGIE Stadium,7538.0,12,2,11,20,0
4524,Greater Western Sydney Giants,3,2012-04-15,2012,H,West Coast Eagles,2.0 4.1 6.5 10.9,69,11.4 15.8 21.9 23.12,150,L,-81,Blacktown International,6875.0,10,9,23,12,0
4526,Greater Western Sydney Giants,5,2012-04-28,2012,H,Western Bulldogs,2.4 5.5 8.6 9.8,62,0.5 8.9 12.12 15.14,104,L,-42,Manuka Oval,9128.0,9,8,15,14,0
4528,Greater Western Sydney Giants,7,2012-05-12,2012,H,Gold Coast Suns,4.2 5.8 8.13 13.16,94,1.3 7.9 9.11 9.13,67,W,27,Manuka Oval,8603.0,13,16,9,13,1
4530,Greater Western Sydney Giants,9,2012-05-26,2012,H,Essendon Bombers,0.5 2.9 4.11 7.11,53,3.1 8.1 13.8 18.11,119,L,-66,ENGIE Stadium,11887.0,7,11,18,11,0
4543,Greater Western Sydney Giants,23,2012-09-01,2012,H,North Melbourne Kangaroos,3.3 4.5 7.8 11.11,77,3.2 7.4 12.5 16.9,105,L,-28,ENGIE Stadium,6696.0,11,11,16,9,0
4536,Greater Western Sydney Giants,16,2012-07-15,2012,H,Adelaide Crows,2.4 4.7 5.8 8.11,59,5.2 9.9 17.12 27.16,178,L,-119,ENGIE Stadium,7669.0,8,11,27,16,0
4539,Greater Western Sydney Giants,19,2012-08-04,2012,H,Port Adelaide Power,5.4 8.6 10.9 16.11,107,1.2 4.5 8.9 10.13,73,W,34,ENGIE Stadium,6811.0,16,11,10,13,1
4541,Greater Western Sydney Giants,21,2012-08-18,2012,H,Melbourne Demons,2.2 4.4 4.5 9.5,59,3.4 6.10 9.13 11.18,84,L,-25,Manuka Oval,7561.0,9,5,11,18,0
4548,Greater Western Sydney Giants,5,2013-04-27,2013,H,Gold Coast Suns,3.3 7.4 12.6 16.8,104,3.3 10.11 13.18 21.22,148,L,-44,Manuka Oval,6832.0,16,8,21,22,0
4550,Greater Western Sydney Giants,7,2013-05-12,2013,H,Adelaide Crows,0.4 2.7 6.8 7.10,52,4.5 11.8 22.10 29.13,187,L,-135,ENGIE Stadium,5830.0,7,10,29,13,0
4554,Greater Western Sydney Giants,11,2013-06-08,2013,H,Geelong Cats,5.3 9.5 14.8 15.8,98,2.3 10.7 16.8 24.13,157,L,-59,ENGIE Stadium,7809.0,15,8,24,13,0
4555,Greater Western Sydney Giants,12,2013-06-16,2013,H,Port Adelaide Power,1.1 1.5 3.10 6.14,50,6.5 12.7 17.9 19.11,125,L,-75,ENGIE Stadium,6601.0,6,14,19,11,0
4557,Greater Western Sydney Giants,15,2013-07-06,2013,H,Western Bulldogs,4.2 5.6 9.9 12.11,83,4.1 5.5 9.7 13.9,87,L,-4,Manuka Oval,7132.0,12,11,13,9,0
4561,Greater Western Sydney Giants,19,2013-08-03,2013,H,Melbourne Demons,5.1 9.3 12.7 19.10,124,4.3 5.8 9.12 12.15,87,W,37,ENGIE Stadium,8308.0,19,10,12,15,1
4566,Greater Western Sydney Giants,1,2014-03-15,2014,H,Sydney Swans,4.1 7.1 9.5 15.9,99,6.2 7.8 9.8 9.13,67,W,32,ENGIE Stadium,17102.0,15,9,9,13,1
4568,Greater Western Sydney Giants,3,2014-04-06,2014,H,Melbourne Demons,1.2 2.7 5.12 10.19,79,0.2 1.5 5.5 7.5,47,W,32,ENGIE Stadium,7016.0,10,19,7,5,1
4569,Greater Western Sydney Giants,4,2014-04-12,2014,H,Western Bulldogs,5.3 8.7 11.8 12.11,83,1.1 5.5 10.6 17.8,110,L,-27,Manuka Oval,7863.0,12,11,17,8,0
4572,Greater Western Sydney Giants,7,2014-05-03,2014,H,Port Adelaide Power,3.4 5.4 9.6 15.7,97,5.3 10.6 15.9 20.12,132,L,-35,Manuka Oval,6549.0,15,7,20,12,0
4574,Greater Western Sydney Giants,10,2014-05-24,2014,H,Richmond Tigers,1.5 1.6 3.9 5.11,41,8.0 14.2 21.4 24.10,154,L,-113,ENGIE Stadium,8331.0,5,11,24,10,0
4576,Greater Western Sydney Giants,12,2014-06-07,2014,H,Essendon Bombers,2.1 4.4 5.9 9.12,66,3.3 5.8 8.11 11.15,81,L,-15,ENGIE Stadium,8429.0,9,12,11,15,0
4578,Greater Western Sydney Giants,14,2014-06-22,2014,H,Carlton Blues,5.1 10.2 13.4 15.10,100,5.1 6.5 10.8 14.8,92,W,8,ENGIE Stadium,9059.0,15,10,14,8,1
4580,Greater Western Sydney Giants,16,2014-07-05,2014,H,Adelaide Crows,0.8 2.10 5.14 9.18,72,5.6 10.9 15.14 20.20,140,L,-68,ENGIE Stadium,8383.0,9,18,20,20,0
4584,Greater Western Sydney Giants,20,2014-08-09,2014,H,North Melbourne Kangaroos,1.4 6.5 6.6 7.9,51,4.1 7.3 15.6 19.12,126,L,-75,Manuka Oval,10211.0,7,9,19,12,0
4586,Greater Western Sydney Giants,22,2014-08-23,2014,H,Collingwood Magpies,3.4 6.6 8.11 9.13,67,2.3 5.5 7.7 11.9,75,L,-8,ENGIE Stadium,10851.0,9,13,11,9,0
4589,Greater Western Sydney Giants,2,2015-04-11,2015,H,Melbourne Demons,0.2 2.6 11.8 15.11,101,4.2 7.3 7.6 8.8,56,W,45,Manuka Oval,7760.0,15,11,8,8,1
4591,Greater Western Sydney Giants,4,2015-04-25,2015,H,Gold Coast Suns,4.4 8.8 12.18 16.23,119,1.2 4.6 5.8 7.11,53,W,66,Manuka Oval,6917.0,16,23,7,11,1
4593,Greater Western Sydney Giants,6,2015-05-09,2015,H,Hawthorn Hawks,2.2 7.4 11.5 16.12,108,4.5 6.6 12.9 14.14,98,W,10,ENGIE Stadium,13556.0,16,12,14,14,1
4597,Greater Western Sydney Giants,10,2015-06-07,2015,H,Brisbane Lions,1.3 7.5 10.8 14.13,97,2.1 4.3 6.6 10.7,67,W,30,ENGIE Stadium,9079.0,14,13,10,7,1
4599,Greater Western Sydney Giants,12,2015-06-20,2015,H,North Melbourne Kangaroos,1.4 4.8 8.12 8.13,61,6.2 10.4 13.5 18.9,117,L,-56,ENGIE Stadium,7824.0,8,13,18,9,0
4601,Greater Western Sydney Giants,15,2015-07-12,2015,H,St Kilda Saints,4.3 8.5 8.8 12.12,84,0.5 2.7 5.10 6.13,49,W,35,ENGIE Stadium,9178.0,12,12,6,13,1
4603,Greater Western Sydney Giants,17,2015-07-25,2015,H,Geelong Cats,1.1 2.3 4.6 6.6,42,3.6 5.10 6.10 9.15,69,L,-27,Manuka Oval,14667.0,6,6,9,15,0
4607,Greater Western Sydney Giants,21,2015-08-22,2015,H,Sydney Swans,2.2 3.5 4.6 6.8,44,6.0 7.5 14.8 20.13,133,L,-89,ENGIE Stadium,19507.0,6,8,20,13,0
4608,Greater Western Sydney Giants,22,2015-08-29,2015,H,Carlton Blues,2.3 5.8 13.11 20.12,132,2.4 4.9 5.9 7.9,51,W,81,ENGIE Stadium,9538.0,20,12,7,9,1
4611,Greater Western Sydney Giants,2,2016-04-03,2016,H,Geelong Cats,2.1 8.4 12.8 13.11,89,1.5 5.7 8.8 11.10,76,W,13,Manuka Oval,13656.0,13,11,11,10,1
4613,Greater Western Sydney Giants,4,2016-04-17,2016,H,Port Adelaide Power,6.6 14.10 16.18 22.19,151,3.1 5.3 7.6 9.11,65,W,86,Manuka Oval,10028.0,22,19,9,11,1
4615,Greater Western Sydney Giants,6,2016-04-30,2016,H,Hawthorn Hawks,7.3 13.6 19.10 24.14,158,2.1 6.3 9.6 12.11,83,W,75,ENGIE Stadium,13766.0,24,14,12,11,1
4618,Greater Western Sydney Giants,9,2016-05-22,2016,H,Western Bulldogs,4.3 9.5 13.7 15.8,98,3.4 6.6 7.9 10.13,73,W,25,ENGIE Stadium,9612.0,15,8,10,13,1
4621,Greater Western Sydney Giants,12,2016-06-12,2016,H,Sydney Swans,2.4 6.6 10.11 15.15,105,2.3 4.6 7.9 9.9,63,W,42,ENGIE Stadium,21541.0,15,15,9,9,1
4623,Greater Western Sydney Giants,14,2016-06-25,2016,H,Carlton Blues,6.7 8.11 11.14 18.19,127,3.2 5.5 7.9 9.11,65,W,62,ENGIE Stadium,10355.0,18,19,9,11,1
4627,Greater Western Sydney Giants,19,2016-07-30,2016,H,Richmond Tigers,8.3 11.5 13.7 17.9,111,0.1 1.2 3.4 3.5,23,W,88,Manuka Oval,14974.0,17,9,3,5,1
4629,Greater Western Sydney Giants,21,2016-08-13,2016,H,West Coast Eagles,3.3 6.7 12.10 14.12,96,1.4 5.8 8.11 14.13,97,L,-1,ENGIE Stadium,10385.0,14,12,14,13,0
4630,Greater Western Sydney Giants,22,2016-08-20,2016,H,Fremantle Dockers,5.4 8.7 12.10 19.15,129,4.3 5.5 5.6 5.7,37,W,92,ENGIE Stadium,9556.0,19,15,5,7,1
4633,Greater Western Sydney Giants,PF,2016-09-24,2016,H,Western Bulldogs,2.1 5.2 9.7 12.11,83,2.3 6.5 9.6 13.11,89,L,-6,ENGIE Stadium,21790.0,12,11,13,11,0
4635,Greater Western Sydney Giants,2,2017-04-01,2017,H,Gold Coast Suns,7.4 10.8 16.12 24.16,160,1.2 5.4 7.8 8.10,58,W,102,ENGIE Stadium,8022.0,24,16,8,10,1
4639,Greater Western Sydney Giants,6,2017-04-28,2017,H,Western Bulldogs,3.3 6.3 8.6 11.9,75,2.4 6.12 7.17 9.19,73,W,2,Manuka Oval,14048.0,11,9,9,19,1
4641,Greater Western Sydney Giants,8,2017-05-13,2017,H,Collingwood Magpies,2.2 8.5 12.8 15.12,102,6.4 8.6 12.7 15.9,99,W,3,ENGIE Stadium,11360.0,15,12,15,9,1
4642,Greater Western Sydney Giants,9,2017-05-20,2017,H,Richmond Tigers,1.2 4.5 6.9 11.12,78,6.3 7.8 10.10 10.15,75,W,3,ENGIE Stadium,10677.0,11,12,10,15,1
4644,Greater Western Sydney Giants,11,2017-06-03,2017,H,Essendon Bombers,3.3 10.5 15.5 18.9,117,5.3 7.7 10.10 15.11,101,W,16,ENGIE Stadium,13671.0,18,9,15,11,1
4647,Greater Western Sydney Giants,15,2017-07-01,2017,H,Geelong Cats,3.1 5.3 7.5 10.8,68,3.1 6.5 9.6 10.8,68,D,0,ENGIE Stadium,15007.0,10,8,10,8,0
4649,Greater Western Sydney Giants,17,2017-07-15,2017,H,Sydney Swans,2.4 5.6 8.8 12.11,83,4.4 7.5 10.9 14.12,96,L,-13,ENGIE Stadium,21924.0,12,11,14,12,0
4651,Greater Western Sydney Giants,19,2017-07-29,2017,H,Fremantle Dockers,3.5 6.7 8.11 13.20,98,3.3 6.6 11.8 13.8,86,W,12,ENGIE Stadium,11233.0,13,20,13,8,1
4654,Greater Western Sydney Giants,22,2017-08-19,2017,H,West Coast Eagles,2.1 7.4 8.6 12.9,81,3.1 6.3 8.5 9.6,60,W,21,ENGIE Stadium,15751.0,12,9,9,6,1
4657,Greater Western Sydney Giants,SF,2017-09-16,2017,H,West Coast Eagles,5.4 9.7 15.10 19.11,125,3.0 4.2 5.2 9.4,58,W,67,ENGIE Stadium,14865.0,19,11,9,4,1
4659,Greater Western Sydney Giants,1,2018-03-25,2018,H,Western Bulldogs,4.2 11.4 17.4 20.13,133,3.3 4.4 5.6 7.9,51,W,82,Manuka Oval,10454.0,20,13,7,9,1
4662,Greater Western Sydney Giants,4,2018-04-14,2018,H,Fremantle Dockers,1.5 5.9 8.14 11.16,82,3.1 5.2 5.6 7.9,51,W,31,Manuka Oval,11356.0,11,16,7,9,1
4666,Greater Western Sydney Giants,8,2018-05-12,2018,H,West Coast Eagles,2.3 5.8 8.10 8.13,61,2.6 7.7 10.11 12.14,86,L,-25,ENGIE Stadium,9253.0,8,13,12,14,0
4668,Greater Western Sydney Giants,10,2018-05-26,2018,H,Essendon Bombers,2.3 5.6 7.9 8.12,60,5.2 7.3 8.8 14.11,95,L,-35,ENGIE Stadium,10789.0,8,12,14,11,0
4670,Greater Western Sydney Giants,12,2018-06-09,2018,H,Gold Coast Suns,2.6 9.9 17.12 20.14,134,1.0 3.1 4.1 4.2,26,W,108,ENGIE Stadium,7131.0,20,14,4,2,1
