id,team_name,round,match_date,year,home_away,opponent,team_quarter_scores,team_score,opponent_quarter_scores,opponent_score,result,margin,venue,crowd,team_goals_kicked,team_behinds,opponent_goals_kicked,opponent_behinds
393, Adelaide Crows ,SF,2016-09-17,2016,A,Sydney Swans,3.2 4.4 8.9 12.10,82,7.3 10.5 12.9 18.10,118,L,-36,Sydney Cricket Ground,38136,12,10,18,10
394, Adelaide Crows ,1,2017-03-26,2017,H,Greater Western Sydney Giants,2.3 7.9 15.14 22.15,147,4.5 6.7 11.7 14.7,91,W,56,Adelaide Oval,43993,22,15,14,7
395, Adelaide Crows ,2,2017-04-01,2017,A,Hawthorn Hawks,2.2 5.8 11.14 16.17,113,6.2 8.3 11.10 13.11,89,W,24,Melbourne Cricket Ground,37420,16,17,13,11
396, Adelaide Crows ,3,2017-04-08,2017,A,Port Adelaide Power,3.3 7.9 11.10 15.10,100,4.6 6.6 9.8 12.11,83,W,17,Adelaide Oval,53698,15,10,12,11
397, Adelaide Crows ,4,2017-04-15,2017,H,Essendon Bombers,9.2 15.6 17.7 24.9,153,3.2 7.2 10.9 13.10,88,W,65,Adelaide Oval,47492,24,9,13,10
398, Adelaide Crows ,5,2017-04-22,2017,A,Gold Coast Suns,7.6 11.9 17.12 23.15,153,2.2 4.3 8.5 13.8,86,W,67,People First Stadium,12672,23,15,13,8
399, Adelaide Crows ,6,2017-04-30,2017,H,Richmond Tigers,5.0 11.6 18.11 21.14,140,6.3 7.3 8.3 10.4,64,W,76,Adelaide Oval,51069,21,14,10,4
400, Adelaide Crows ,7,2017-05-06,2017,A,North Melbourne Kangaroos,0.0 5.6 9.7 13.8,86,10.4 12.6 17.12 22.13,145,L,-59,Ninja Stadium,10064,13,8,22,13
401, Adelaide Crows ,8,2017-05-13,2017,H,Melbourne Demons,1.4 6.7 7.8 9.12,66,2.2 5.3 12.5 17.5,107,L,-41,Adelaide Oval,47882,9,12,17,5
402, Adelaide Crows ,9,2017-05-20,2017,A,Brisbane Lions,3.3 10.5 17.9 21.14,140,3.6 4.11 5.12 7.18,60,W,80,The Gabba,13802,21,14,7,18
417, Adelaide Crows ,PF,2017-09-22,2017,H,Geelong Cats,6.3 11.7 14.10 21.10,136,1.2 5.8 8.11 10.15,75,W,61,"Adelaide Oval
",53817,21,10,10,15
426, Adelaide Crows ,8,2018-05-12,2018,A,Port Adelaide Power,4.2 8.3 10.5 14.6,90,1.3 4.6 11.11 14.11,95,L,-5,"Adelaide Oval
",50967,14,6,14,11
406, Adelaide Crows ,14,2017-06-22,2017,H,Hawthorn Hawks,4.2 9.4 10.6 12.10,82,4.2 6.4 9.7 14.12,96,L,-14,Adelaide Oval,45312,12,10,14,12
407, Adelaide Crows ,15,2017-07-01,2017,A,Carlton Blues,4.0 6.1 9.7 13.11,89,1.0 5.1 8.2 12.5,77,W,12,Melbourne Cricket Ground,33433,13,11,12,5
408, Adelaide Crows ,16,2017-07-07,2017,H,Western Bulldogs,2.2 5.5 12.5 16.8,104,2.4 4.8 4.11 5.15,45,W,59,Adelaide Oval,41948,16,8,5,15
409, Adelaide Crows ,17,2017-07-15,2017,A,Melbourne Demons,7.2 11.6 12.11 17.14,116,1.3 5.3 9.7 10.10,70,W,46,TIO Stadium,12104,17,14,10,10
410, Adelaide Crows ,18,2017-07-21,2017,H,Geelong Cats,5.2 9.5 13.9 13.13,91,1.4 4.6 7.8 10.10,70,W,21,Adelaide Oval,50464,13,13,10,10
411, Adelaide Crows ,19,2017-07-30,2017,A,Collingwood Magpies,2.1 3.4 10.4 16.7,103,4.3 9.6 12.9 15.13,103,D,0,Melbourne Cricket Ground,33269,16,7,15,13
412, Adelaide Crows ,20,2017-08-06,2017,H,Port Adelaide Power,1.9 5.15 12.18 18.22,130,1.1 1.3 4.4 7.4,46,W,84,Adelaide Oval,45028,18,22,7,4
413, Adelaide Crows ,21,2017-08-12,2017,A,Essendon Bombers,5.3 10.6 14.9 18.15,123,2.2 5.4 9.7 12.8,80,W,43,Marvel Stadium,38487,18,15,12,8
414, Adelaide Crows ,22,2017-08-18,2017,H,Sydney Swans,2.2 5.5 8.10 11.14,80,5.1 7.1 11.3 13.5,83,L,-3,Adelaide Oval,51466,11,14,13,5
415, Adelaide Crows ,23,2017-08-27,2017,A,West Coast Eagles,1.1 5.5 7.10 10.11,71,4.1 8.4 13.5 15.10,100,L,-29,Domain Stadium,39367,10,11,15,10
416, Adelaide Crows ,QF,2017-09-07,2017,H,Greater Western Sydney Giants,3.4 8.7 12.8 12.12,84,1.4 1.5 5.7 6.12,48,W,36,Adelaide Oval,52805,12,12,6,12
418, Adelaide Crows ,GF,2017-09-30,2017,H,Richmond Tigers,4.2 4.7 5.10 8.12,60,2.3 6.4 11.8 16.12,108,L,-48,Melbourne Cricket Ground,100021,8,12,16,12
419, Adelaide Crows ,1,2018-03-23,2018,A,Essendon Bombers,3.5 4.9 11.12 12.15,87,4.2 5.8 8.10 14.15,99,L,-12,Marvel Stadium,43016,12,15,14,15
420, Adelaide Crows ,2,2018-03-29,2018,H,Richmond Tigers,4.4 11.4 14.7 18.10,118,4.2 9.4 10.9 12.10,82,W,36,Adelaide Oval,49743,18,10,12,10
421, Adelaide Crows ,3,2018-04-07,2018,A,St Kilda Saints,3.2 5.7 11.10 15.14,104,2.6 3.9 4.12 7.13,55,W,49,Marvel Stadium,19324,15,14,7,13
422, Adelaide Crows ,4,2018-04-13,2018,H,Collingwood Magpies,1.1 3.2 6.3 9.4,58,5.2 8.5 11.9 16.10,106,L,-48,Adelaide Oval,45495,9,4,16,10
423, Adelaide Crows ,5,2018-04-20,2018,A,Sydney Swans,4.9 8.10 9.12 12.13,85,3.3 6.6 8.9 10.15,75,W,10,Sydney Cricket Ground,38017,12,13,10,15
424, Adelaide Crows ,6,2018-04-28,2018,H,Gold Coast Suns,4.4 10.7 13.9 16.14,110,2.1 3.4 7.6 9.8,62,W,48,Adelaide Oval,44835,16,14,9,8
425, Adelaide Crows ,7,2018-05-05,2018,H,Carlton Blues,7.2 9.3 15.8 19.11,125,2.1 6.4 7.8 10.10,70,W,55,Adelaide Oval,47422,19,11,10,10
427, Adelaide Crows ,9,2018-05-18,2018,H,Western Bulldogs,3.1 3.3 6.6 9.9,63,0.3 1.7 1.10 2.14,26,W,37,Adelaide Oval,39407,9,9,2,14
428, Adelaide Crows ,10,2018-05-27,2018,A,Melbourne Demons,3.1 4.2 5.4 8.7,55,7.1 12.2 18.6 23.8,146,L,-91,TIO Traeger Park,6989,8,7,23,8
429, Adelaide Crows ,11,2018-06-03,2018,H,Greater Western Sydney Giants,4.3 6.7 9.10 11.15,81,3.5 9.7 11.10 14.13,97,L,-16,Adelaide Oval,44120,11,15,14,13
430, Adelaide Crows ,12,2018-06-10,2018,A,Fremantle Dockers,1.4 7.6 7.9 9.14,68,5.2 5.6 9.8 10.11,71,L,-3,Optus Stadium,33421,9,14,10,11
431, Adelaide Crows ,13,2018-06-16,2018,A,Hawthorn Hawks,1.2 3.5 3.5 4.8,32,2.5 3.9 10.11 12.16,88,L,-56,Melbourne Cricket Ground,26693,4,8,12,16
432, Adelaide Crows ,15,2018-06-30,2018,H,West Coast Eagles,1.3 3.8 6.10 12.16,88,2.4 5.5 10.6 12.6,78,W,10,Adelaide Oval,44771,12,16,12,6
433, Adelaide Crows ,16,2018-07-06,2018,A,Richmond Tigers,1.3 4.4 7.6 8.8,56,2.3 7.8 9.10 15.13,103,L,-47,Melbourne Cricket Ground,54934,8,8,15,13
434, Adelaide Crows ,17,2018-07-12,2018,H,Geelong Cats,4.3 7.9 13.15 16.16,112,3.3 6.7 10.9 14.13,97,W,15,Adelaide Oval,46095,16,16,14,13
435, Adelaide Crows ,18,2018-07-21,2018,A,Brisbane Lions,3.4 9.7 12.11 13.15,93,4.1 8.2 9.7 13.10,88,W,5,The Gabba,20475,13,15,13,10
437, Adelaide Crows ,20,2018-08-04,2018,H,Port Adelaide Power,5.3 7.8 9.14 13.18,96,5.3 9.5 10.9 14.9,93,W,3,Adelaide Oval,50377,13,18,14,9
438, Adelaide Crows ,21,2018-08-11,2018,A,Greater Western Sydney Giants,4.3 7.7 10.9 13.14,92,4.4 6.9 11.14 15.16,106,L,-14,Manuka Oval,13249,13,14,15,16
439, Adelaide Crows ,22,2018-08-19,2018,H,North Melbourne Kangaroos,3.5 7.9 10.13 12.14,86,3.2 3.5 6.7 11.11,77,W,9,Adelaide Oval,41444,12,14,11,11
440, Adelaide Crows ,23,2018-08-25,2018,A,Carlton Blues,5.4 13.6 20.8 26.9,165,1.4 5.5 7.8 8.13,61,W,104,Marvel Stadium,17000,26,9,8,13
452,	 Adelaide Crows ,15,2019-06-28,2019,A,Geelong Cats,5.4 7.5 9.7 10.9,69,4.1 7.6 11.9 14.12,96,L,-27,GMHBA Stadium,28108,10,9,14,12
442, Adelaide Crows ,2,2019-03-29,2019,A,Sydney Swans,4.5 6.10 9.15 12.16,88,1.2 6.6 6.10 8.14,62,W,26,Sydney Cricket Ground,32575,12,16,8,14
443, Adelaide Crows ,3,2019-04-04,2019,H,Geelong Cats,3.6 4.9 9.12 10.15,75,6.2 8.8 10.9 14.15,99,L,-24,Adelaide Oval,45631,10,15,14,15
444, Adelaide Crows ,5,2019-04-21,2019,H,Gold Coast Suns,1.3 6.7 12.9 18.11,119,0.2 1.3 4.8 6.10,46,W,73,Adelaide Oval,40847,18,11,6,10
445, Adelaide Crows ,6,2019-04-27,2019,A,St Kilda Saints,3.0 8.1 10.6 15.7,97,3.6 5.6 8.7 10.8,68,W,29,Marvel Stadium,28404,15,7,10,8
446, Adelaide Crows ,7,2019-05-05,2019,H,Fremantle Dockers,1.3 1.6 5.9 7.9,51,2.2 2.2 3.2 5.4,34,W,17,Adelaide Oval,42383,7,9,5,4
447, Adelaide Crows ,8,2019-05-11,2019,A,Port Adelaide Power,2.1 6.5 10.8 13.10,88,0.2 2.8 3.12 9.14,68,W,20,Adelaide Oval,49675,13,10,9,14
462,	 Adelaide Crows ,2,2020-06-13,2020,A,Port Adelaide Power,2.1 3.2 4.3 5.5,35,4.2 8.4 14.7 17.8,110,L,-75,Adelaide Oval,NULL,5,5,17,8
449, Adelaide Crows ,10,2019-05-25,2019,H,West Coast Eagles,2.2 7.8 9.10 10.13,73,3.3 3.4 8.6 13.7,85,L,-12,Adelaide Oval,41630,10,13,13,7
450, Adelaide Crows ,11,2019-06-01,2019,A,Melbourne Demons,4.0 5.3 9.4 14.6,90,6.3 9.4 11.8 12.16,88,W,2,TIO Stadium,10634,14,6,12,16
451, Adelaide Crows ,12,2019-06-08,2019,H,Greater Western Sydney Giants,2.5 4.7 6.7 12.10,82,1.2 3.4 7.5 9.7,61,W,21,Adelaide Oval,41710,12,10,9,7
453, Adelaide Crows ,16,2019-07-06,2019,H,Port Adelaide Power,2.7 4.11 5.12 5.14,44,3.1 6.2 12.5 15.11,101,L,-57,Adelaide Oval,50544,5,14,15,11
454, Adelaide Crows ,17,2019-07-13,2019,A,Gold Coast Suns,5.7 12.9 19.10 23.13,151,2.3 2.5 4.7 8.8,56,W,95,People First Stadium,8741,23,13,8,8
456, Adelaide Crows ,19,2019-07-27,2019,A,Carlton Blues,4.0 5.4 7.5 9.6,60,4.4 7.8 10.9 13.9,87,L,-27,Melbourne Cricket Ground,38369,9,6,13,9
457, Adelaide Crows ,20,2019-08-03,2019,H,St Kilda Saints,4.1 6.4 10.7 14.8,92,3.2 5.5 7.7 10.10,70,W,22,Adelaide Oval,39984,14,8,10,10
458, Adelaide Crows ,21,2019-08-11,2019,A,West Coast Eagles,1.4 6.5 8.5 12.8,80,3.4 6.6 11.9 13.12,90,L,-10,Optus Stadium,54994,12,8,13,12
459, Adelaide Crows ,22,2019-08-17,2019,H,Collingwood Magpies,0.5 2.6 3.8 6.12,48,2.2 5.5 11.8 17.12,114,L,-66,Adelaide Oval,48175,6,12,17,12
460, Adelaide Crows ,23,2019-08-25,2019,A,Western Bulldogs,2.0 5.4 8.6 13.9,87,6.5 9.8 14.11 18.13,121,L,-34,Mars Stadium,9560,13,9,18,13
461, Adelaide Crows ,1,2020-03-21,2020,H,Sydney Swans,6.0 7.1 9.2 11.5,71,3.0 8.3 11.4 11.8,74,L,-3,Adelaide Oval,NULL,11,5,11,8
463, Adelaide Crows ,3,2020-06-21,2020,A,Gold Coast Suns,0.0 1.2 1.4 4.5,29,2.7 6.7 10.8 12.10,82,L,-53,People First Stadium,NULL,4,5,12,10
464, Adelaide Crows ,4,2020-06-28,2020,A,Brisbane Lions,1.0 2.0 6.3 7.4,46,3.3 7.10 7.15 10.23,83,L,-37,The Gabba,NULL,7,4,10,23
465, Adelaide Crows ,5,2020-07-05,2020,H,Fremantle Dockers,0.3 1.6 4.8 4.10,34,3.0 4.1 5.3 8.6,54,L,-20,People First Stadium,NULL,4,10,8,6
466, Adelaide Crows ,6,2020-07-11,2020,A,West Coast Eagles,1.1 2.1 3.3 5.4,34,2.3 4.4 8.7 10.7,67,L,-33,The Gabba,NULL,5,4,10,7
467, Adelaide Crows ,7,2020-07-20,2020,H,St Kilda Saints,1.2 4.2 5.6 8.7,55,3.2 7.4 8.4 12.6,78,L,-23,Adelaide Oval,NULL,8,7,12,6
469, Adelaide Crows ,9,2020-08-01,2020,A,North Melbourne Kangaroos,0.2 3.3 6.7 7.8,50,4.1 9.1 12.2 19.5,119,L,-69,People First Stadium,NULL,7,8,19,5
470, Adelaide Crows ,10,2020-08-05,2020,H,Melbourne Demons,2.4 4.5 4.7 5.7,37,3.2 5.4 6.7 13.10,88,L,-51,Adelaide Oval,NULL,5,7,13,10
472, Adelaide Crows ,12,2020-08-16,2020,A,Western Bulldogs,4.1 5.3 5.5 8.6,54,6.3 8.8 12.12 16.15,111,L,-57,People First Stadium,NULL,8,6,16,15
475, Adelaide Crows ,16,2020-09-08,2020,H,Greater Western Sydney Giants,3.3 3.7 8.7 8.11,59,1.1 3.3 6.3 7.5,47,W,12,Adelaide Oval,NULL,8,11,7,5
476, Adelaide Crows ,17,2020-09-13,2020,A,Carlton Blues,5.3 8.5 8.8 10.12,72,0.2 1.3 4.5 8.8,56,W,16,People First Stadium,NULL,10,12,8,8
477, Adelaide Crows ,18,2020-09-19,2020,H,Richmond Tigers,2.2 2.4 3.5 4.9,33,3.0 5.0 9.5 12.5,77,L,-44,Adelaide Oval,NULL,4,9,12,5
478, Adelaide Crows ,1,2021-03-20,2021,H,Geelong Cats,4.4 11.7 13.9 15.13,103,2.3 5.5 10.8 13.13,91,W,12,Adelaide Oval,26985,15,13,13,13
479, Adelaide Crows ,2,2021-03-27,2021,A,Sydney Swans,3.2 4.6 6.14 11.22,88,4.1 9.6 15.11 18.13,121,L,-33,Sydney Cricket Ground,23946,11,22,18,13
480, Adelaide Crows ,3,2021-04-02,2021,H,Gold Coast Suns,5.0 8.2 11.6 14.11,95,5.6 5.9 9.11 12.13,85,W,10,Adelaide Oval,30175,14,11,12,13
481, Adelaide Crows ,4,2021-04-11,2021,A,North Melbourne Kangaroos,5.2 8.6 8.9 16.13,109,2.2 6.3 9.7 10.8,68,W,41,Marvel Stadium,13479,16,13,10,8
484, Adelaide Crows ,7,2021-05-01,2021,H,Greater Western Sydney Giants,1.1 2.4 3.9 4.15,39,1.8 6.12 10.14 15.16,106,L,-67,Adelaide Oval,28853,4,15,15,16
485, Adelaide Crows ,8,2021-05-08,2021,A,Port Adelaide Power,1.0 1.4 4.5 5.8,38,2.4 4.6 9.10 12.15,87,L,-49,Adelaide Oval,43069,5,8,12,15
486, Adelaide Crows ,9,2021-05-16,2021,A,West Coast Eagles,2.3 4.7 8.8 11.10,76,2.5 9.6 14.7 16.10,106,L,-30,Optus Stadium,43427,11,10,16,10
487, Adelaide Crows ,10,2021-05-22,2021,H,Melbourne Demons,4.2 8.4 11.5 15.6,96,5.1 8.4 11.8 14.11,95,W,1,Adelaide Oval,31373,15,6,14,11
488, Adelaide Crows ,11,2021-05-30,2021,A,Richmond Tigers,6.3 7.7 8.9 12.11,83,3.1 8.3 14.6 17.9,111,L,-28,ENGIE Stadium,4236,12,11,17,9
489, Adelaide Crows ,12,2021-06-05,2021,H,Collingwood Magpies,1.1 5.6 8.10 10.13,73,5.0 7.0 11.3 12.6,78,L,-5,Adelaide Oval,30446,10,13,12,6
490, Adelaide Crows ,13,2021-06-12,2021,A,St Kilda Saints,0.0 2.6 6.6 9.12,66,4.3 7.6 8.9 8.12,60,W,6,Cazaly's Stadium,5969,9,12,8,12
494,	 Adelaide Crows ,18,2021-07-18,2021,H,West Coast Eagles,1.3 4.4 6.6 8.8,56,0.3 4.6 9.9 14.14,98,L,-42,Adelaide Oval,24554,8,8,14,14
492, Adelaide Crows ,16,2021-07-03,2021,H,Brisbane Lions,2.1 4.4 7.7 8.11,59,3.4 5.6 11.7 17.9,111,L,-52,Adelaide Oval,16178,8,11,17,9
493, Adelaide Crows ,17,2021-07-09,2021,A,Essendon Bombers,0.2 1.3 2.7 2.9,21,2.5 6.8 9.12 11.18,84,L,-63,Marvel Stadium,23604,2,9,11,18
495, Adelaide Crows ,19,2021-07-24,2021,H,Hawthorn Hawks,6.1 9.1 12.4 16.6,102,4.1 6.4 10.4 13.5,83,W,19,Marvel Stadium,NULL,16,6,13,5
496, Adelaide Crows ,20,2021-07-31,2021,A,Western Bulldogs,3.3 4.4 5.6 8.8,56,5.3 9.9 10.11 15.15,105,L,-49,Mars Stadium,NULL,8,8,15,15
497, Adelaide Crows ,21,2021-08-07,2021,H,Port Adelaide Power,1.3 4.6 6.8 7.9,51,1.2 1.5 4.10 7.13,55,L,-4,Adelaide Oval,14736,7,9,7,13
498, Adelaide Crows ,22,2021-08-15,2021,A,Melbourne Demons,1.6 3.7 8.8 9.9,63,3.3 7.4 12.7 16.8,104,L,-41,Melbourne Cricket Ground,NULL,9,9,16,8
499, Adelaide Crows ,23,2021-08-22,2021,H,North Melbourne Kangaroos,4.6 5.9 8.15 13.20,98,2.1 2.3 5.4 8.6,54,W,44,Adelaide Oval,13103,13,20,8,6
500, Adelaide Crows ,1,2022-03-20,2022,H,Fremantle Dockers,2.0 5.2 11.5 12.10,82,4.5 8.9 8.13 11.17,83,L,-1,Adelaide Oval,28186,12,10,11,17
501, Adelaide Crows ,2,2022-03-26,2022,A,Collingwood Magpies,1.5 3.6 7.6 8.10,58,5.3 7.5 14.7 15.10,100,L,-42,Melbourne Cricket Ground,36843,8,10,15,10
502, Adelaide Crows ,3,2022-04-01,2022,H,Port Adelaide Power,2.1 7.3 10.5 15.6,96,5.2 9.7 11.12 13.14,92,W,4,Adelaide Oval,39190,15,6,13,14
503, Adelaide Crows ,4,2022-04-10,2022,A,Essendon Bombers,4.2 8.4 12.6 15.9,99,5.3 9.6 12.11 15.13,103,L,-4,Marvel Stadium,24906,15,9,15,13
504, Adelaide Crows ,5,2022-04-16,2022,H,Richmond Tigers,4.1 9.4 13.6 15.11,101,3.1 6.3 10.10 12.10,82,W,19,Adelaide Oval,33031,15,11,12,10
505, Adelaide Crows ,6,2022-04-23,2022,A,Western Bulldogs,2.4 3.7 5.11 8.15,63,3.5 3.7 5.8 9.8,62,W,1,Mars Stadium,10412,8,15,9,8
506, Adelaide Crows ,7,2022-04-30,2022,H,Greater Western Sydney Giants,1.1 2.3 3.4 8.6,54,5.4 11.8 14.10 17.11,113,L,-59,Adelaide Oval,31811,8,6,17,11
507, Adelaide Crows ,8,2022-05-08,2022,A,Carlton Blues,2.2 5.4 5.6 10.8,68,3.3 9.6 15.12 17.14,116,L,-48,Marvel Stadium,25376,10,8,17,14
508, Adelaide Crows ,9,2022-05-14,2022,H,Brisbane Lions,3.3 7.6 8.8 9.12,66,5.2 7.3 13.6 16.6,102,L,-36,Adelaide Oval,36579,9,12,16,6
509, Adelaide Crows ,10,2022-05-21,2022,H,St Kilda Saints,1.5 4.8 6.13 9.15,69,2.1 3.3 6.4 14.6,90,L,-21,Adelaide Oval,28783,9,15,14,6
510, Adelaide Crows ,11,2022-05-28,2022,A,Geelong Cats,0.6 3.7 6.11 7.13,55,2.4 8.5 11.5 15.7,97,L,-42,GMHBA Stadium,19051,7,13,15,7
511, Adelaide Crows ,12,2022-06-04,2022,H,West Coast Eagles,5.2 9.6 10.10 13.10,88,0.1 3.4 5.5 8.9,57,W,31,Adelaide Oval,22859,13,10,8,9
512, Adelaide Crows ,14,2022-06-19,2022,A,Gold Coast Suns,2.2 3.6 6.11 10.13,73,1.2 7.5 10.7 18.8,116,L,-43,People First Stadium,10507,10,13,18,8
513, Adelaide Crows ,15,2022-06-26,2022,A,North Melbourne Kangaroos,5.3 7.6 11.9 17.13,115,4.0 4.4 6.8 8.10,58,W,57,Ninja Stadium,5072,17,13,8,10
515, Adelaide Crows ,17,2022-07-10,2022,A,Hawthorn Hawks,1.2 3.2 5.5 8.6,54,6.3 9.4 9.7 13.8,86,L,-32,Marvel Stadium,18833,8,6,13,8
516, Adelaide Crows ,18,2022-07-16,2022,H,Collingwood Magpies,3.2 7.6 10.8 13.8,86,4.1 6.3 10.5 14.7,91,L,-5,Adelaide Oval,30110,13,8,14,7
517, Adelaide Crows ,19,2022-07-23,2022,A,Sydney Swans,2.3 6.5 9.10 12.13,85,9.3 11.7 13.14 17.16,118,L,-33,Sydney Cricket Ground,25084,12,13,17,16
514,	 Adelaide Crows ,16,2022-07-02,2022,H,Melbourne Demons,4.0 6.2 7.4 10.5,65,5.1 6.3 9.9 14.10,94,L,-29,Adelaide Oval,30702,10,5,14,10
519, Adelaide Crows ,21,2022-08-07,2022,A,West Coast Eagles,4.0 7.2 12.4 16.6,102,3.3 7.4 9.5 13.8,86,W,16,Optus Stadium,50117,16,6,13,8
520, Adelaide Crows ,22,2022-08-13,2022,H,North Melbourne Kangaroos,4.7 7.7 10.10 15.13,103,3.3 8.9 10.10 10.14,74,W,29,Adelaide Oval,28802,15,13,10,14
521, Adelaide Crows ,23,2022-08-20,2022,A,Port Adelaide Power,2.3 4.6 5.9 7.13,55,2.4 5.7 9.13 16.15,111,L,-56,Adelaide Oval,50090,7,13,16,15
522, Adelaide Crows ,1,2023-03-19,2023,A,Greater Western Sydney Giants,4.9 8.12 10.16 12.18,90,2.2 4.8 10.11 15.16,106,L,-16,ENGIE Stadium,8169,12,18,15,16
523, Adelaide Crows ,2,2023-03-25,2023,H,Richmond Tigers,1.3 3.6 8.14 10.16,76,4.1 11.3 12.4 17.6,108,L,-32,Adelaide Oval,38492,10,16,17,6
524, Adelaide Crows ,3,2023-04-01,2023,A,Port Adelaide Power,5.1 9.3 11.8 18.9,117,6.1 9.3 11.5 13.8,86,W,31,Adelaide Oval,48962,18,9,13,8
525, Adelaide Crows ,4,2023-04-08,2023,H,Fremantle Dockers,6.1 10.4 11.8 17.9,111,3.2 4.4 6.6 10.12,72,W,39,Adelaide Oval,33725,17,9,10,12
527, Adelaide Crows ,6,2023-04-23,2023,A,Hawthorn Hawks,2.3 5.7 8.9 11.13,79,2.1 5.4 8.8 11.10,76,W,3,UTAS Stadium,10119,11,13,11,10
528, Adelaide Crows ,7,2023-04-30,2023,H,Collingwood Magpies,3.6 3.10 6.15 7.16,58,0.2 3.4 5.5 8.11,59,L,-1,Adelaide Oval,43942,7,16,8,11
530, Adelaide Crows ,9,2023-05-14,2023,H,St Kilda Saints,6.2 10.2 15.6 19.7,121,1.1 5.5 7.7 10.9,69,W,52,Adelaide Oval,33805,19,7,10,9
531, Adelaide Crows ,10,2023-05-20,2023,A,Western Bulldogs,1.2 3.4 4.6 5.10,40,4.7 5.13 9.19 11.19,85,L,-45,Mars Stadium,10114,5,10,11,19
532, Adelaide Crows ,11,2023-05-28,2023,H,Brisbane Lions,3.3 7.7 10.8 14.11,95,3.5 5.8 6.17 10.18,78,W,17,Adelaide Oval,33188,14,11,10,18
533, Adelaide Crows ,12,2023-06-03,2023,A,Gold Coast Suns,6.1 8.4 11.6 13.9,87,2.4 5.5 11.10 16.16,112,L,-25,TIO Stadium,10772,13,9,16,16
534, Adelaide Crows ,13,2023-06-10,2023,H,West Coast Eagles,7.5 14.8 21.10 27.12,174,2.1 4.2 6.3 8.4,52,W,122,Adelaide Oval,39450,27,12,8,4
536, Adelaide Crows ,16,2023-07-01,2023,H,North Melbourne Kangaroos,7.2 12.5 17.8 21.12,138,4.1 8.3 9.3 11.6,72,W,66,Adelaide Oval,35226,21,12,11,6
537, Adelaide Crows ,17,2023-07-09,2023,A,Essendon Bombers,5.1 7.2 9.5 15.7,97,7.6 12.9 14.13 17.13,115,L,-18,Marvel Stadium,39606,15,7,17,13
538, Adelaide Crows ,18,2023-07-15,2023,H,Greater Western Sydney Giants,4.3 6.5 8.8 8.9,57,3.4 3.6 5.9 10.11,71,L,-14,Adelaide Oval,36674,8,9,10,11
539, Adelaide Crows ,19,2023-07-23,2023,A,Melbourne Demons,1.4 3.9 6.13 13.15,93,2.2 6.4 11.7 14.13,97,L,-4,Melbourne Cricket Ground,33122,13,15,14,13
540, Adelaide Crows ,20,2023-07-29,2023,H,Port Adelaide Power,4.2 8.8 11.11 16.16,112,2.2 4.3 7.7 9.11,65,W,47,Adelaide Oval,50023,16,16,9,11
541, Adelaide Crows ,21,2023-08-05,2023,H,Gold Coast Suns,5.2 8.4 8.11 13.11,89,0.3 3.6 6.6 9.7,61,W,28,Adelaide Oval,35777,13,11,9,7
542, Adelaide Crows ,22,2023-08-12,2023,A,Brisbane Lions,4.1 7.7 11.10 13.15,93,4.4 7.6 14.8 15.9,99,L,-6,The Gabba,30107,13,15,15,9
535,	 Adelaide Crows ,15,2023-06-25,2023,A,Collingwood Magpies,1.5 2.8 9.9 11.14,80,2.4 7.5 7.8 12.10,82,L,-2,Melbourne Cricket Ground,65930,11,14,12,10
544, Adelaide Crows ,24,2023-08-26,2023,A,West Coast Eagles,4.5 5.10 11.17 17.21,123,3.1 8.3 12.4 12.6,78,W,45,Optus Stadium,47027,17,21,12,6
545, Adelaide Crows ,1,2024-03-16,2024,A,Gold Coast Suns,1.1 1.2 3.4 8.6,54,3.2 5.4 7.9 8.12,60,L,-6,People First Stadium,11466,8,6,8,12
546, Adelaide Crows ,2,2024-03-22,2024,H,Geelong Cats,3.2 5.5 8.7 11.11,77,6.3 7.5 12.7 14.12,96,L,-19,Adelaide Oval,44758,11,11,14,12
547, Adelaide Crows ,3,2024-03-29,2024,A,Fremantle Dockers,2.5 3.5 4.8 4.10,34,2.2 4.7 5.12 9.15,69,L,-35,Optus Stadium,51037,4,10,9,15
548, Adelaide Crows ,4,2024-04-04,2024,H,Melbourne Demons,2.5 3.8 6.9 8.15,63,2.0 6.7 10.13 10.18,78,L,-15,Adelaide Oval,48020,8,15,10,18
549, Adelaide Crows ,5,2024-04-13,2024,A,Carlton Blues,4.0 7.2 12.3 16.4,100,5.1 8.2 11.9 14.14,98,W,2,Marvel Stadium,46283,16,4,14,14
550, Adelaide Crows ,6,2024-04-19,2024,H,Essendon Bombers,2.2 5.4 9.5 11.9,75,2.4 5.9 8.14 10.18,78,L,-3,Adelaide Oval,46700,11,9,10,18
551, Adelaide Crows ,7,2024-04-27,2024,A,North Melbourne Kangaroos,5.5 11.9 16.12 20.18,138,2.3 6.4 7.7 12.9,81,W,57,Ninja Stadium,5365,20,18,12,9
552, Adelaide Crows ,8,2024-05-02,2024,H,Port Adelaide Power,5.0 7.2 9.4 12.6,78,3.4 3.7 4.11 5.18,48,W,30,Adelaide Oval,52106,12,6,5,18
575, Adelaide Crows ,8,2025-05-03,2025,H,Carlton Blues,5.3 8.7 13.10 16.14,110,2.2 3.4 5.6 7.8,50,W,60,"Adelaide Oval
",56057,16,14,7,8
